交易号,商品编码,商品名称,品类,数量,交易日期,单价(元)
101023,SKU72967,黄瓜,生鲜蔬果,3,2026-03-11,41.42
101024,SKU40377,肥皂,日化清洁,2,2026-07-10,10.42
101024,SKU10800,蚝油,粮油调味,5,2026-07-10,20.34
101024,SKU27980,芝士碎,烘焙用品,4,2026-07-10,66.94
101024,SKU55573,洗洁精,日化清洁,3,2026-07-10,28.64
101025,SKU96299,苹果,生鲜蔬果,2,2026-04-04,33.37
101025,SKU18911,香蕉,生鲜蔬果,2,2026-04-04,75.88
101025,SKU93898,橙子,生鲜蔬果,4,2026-04-04,21.24
101025,SKU70727,西红柿,生鲜蔬果,2,2026-04-04,51.76
101026,SKU98487,蘸料,火锅食材,5,2026-08-06,27.72
101026,SKU32409,蔬菜拼盘,火锅食材,3,2026-08-06,45.67
101026,SKU50012,酸奶,食品饮料,2,2026-08-06,48.0
101026,SKU55387,沐浴露,日化清洁,2,2026-08-06,55.46
101027,SKU58266,黄油,烘焙用品,5,2026-03-23,28.23
101027,SKU18724,鸭蛋,肉禽蛋品,5,2026-03-23,9.47
101028,SKU71815,橙子,生鲜蔬果,4,2026-01-11,26.66
101028,SKU93706,垃圾袋,日化清洁,2,2026-01-11,61.88
101028,SKU28500,巧克力,食品饮料,2,2026-01-11,30.46
101028,SKU79327,牛肉,肉禽蛋品,3,2026-01-11,36.75
101028,SKU70456,方便面,食品饮料,3,2026-01-11,11.63
101028,SKU49358,香草精,烘焙用品,1,2026-01-11,30.44
101029,SKU76918,苹果,生鲜蔬果,3,2026-08-07,20.82
101029,SKU35589,香蕉,生鲜蔬果,5,2026-08-07,5.33
101029,SKU65218,橙子,生鲜蔬果,1,2026-08-07,43.8
101030,SKU77237,牛奶,食品饮料,4,2026-02-28,75.1
101030,SKU32948,粉丝,火锅食材,4,2026-02-28,41.96
101030,SKU32818,酱油,粮油调味,5,2026-02-28,8.26
101031,SKU18204,可乐,食品饮料,2,2026-08-18,27.33
101031,SKU68349,芝士碎,烘焙用品,3,2026-08-18,16.98
101032,SKU77093,洗衣液,日化清洁,5,2026-05-14,6.85
101032,SKU56693,纸巾,日化清洁,5,2026-05-14,69.49
101032,SKU34640,垃圾袋,日化清洁,4,2026-05-14,55.79
101032,SKU60006,蚝油,粮油调味,3,2026-05-14,24.5
101032,SKU72808,丸子,火锅食材,4,2026-05-14,9.75
101033,SKU61911,蛋糕粉,烘焙用品,2,2026-08-24,19.16
101033,SKU85443,黄油,烘焙用品,2,2026-08-24,48.25
101033,SKU92458,淡奶油,烘焙用品,3,2026-08-24,71.43
101033,SKU54755,鸡蛋,肉禽蛋品,4,2026-08-24,23.17
101033,SKU85381,生菜,生鲜蔬果,1,2026-08-24,49.94
101033,SKU14840,巧克力,食品饮料,5,2026-08-24,63.85
101034,SKU21139,洗发水,日化清洁,2,2026-02-02,10.33
101034,SKU96975,丸子,火锅食材,5,2026-02-02,48.77
101034,SKU47681,辣椒酱,粮油调味,5,2026-02-02,25.37
101034,SKU61100,土豆,生鲜蔬果,2,2026-02-02,53.09
101034,SKU77449,豆腐,火锅食材,3,2026-02-02,59.68
101034,SKU97817,蔬菜拼盘,火锅食材,5,2026-02-02,25.91
101035,SKU78144,蛋糕粉,烘焙用品,5,2026-08-19,29.84
101035,SKU24570,黄油,烘焙用品,2,2026-08-19,75.8
101035,SKU28803,淡奶油,烘焙用品,5,2026-08-19,6.95
101035,SKU86520,鸡蛋,肉禽蛋品,1,2026-08-19,36.97
101035,SKU89849,肥皂,日化清洁,4,2026-08-19,59.3
101035,SKU49221,肥牛卷,火锅食材,1,2026-08-19,66.14
101035,SKU93794,牙膏,日化清洁,5,2026-08-19,44.61
101036,SKU37015,豆腐,火锅食材,1,2026-08-03,63.82
101036,SKU30955,矿泉水,食品饮料,4,2026-08-03,41.22
101036,SKU78599,方便面,食品饮料,5,2026-08-03,79.61
101036,SKU38526,牙膏,日化清洁,1,2026-08-03,9.39
101037,SKU74446,芝士碎,烘焙用品,5,2026-01-07,21.92
101037,SKU54113,蘸料,火锅食材,5,2026-01-07,9.14
101037,SKU12970,鸭蛋,肉禽蛋品,5,2026-01-07,3.87
101037,SKU85085,猪肉,肉禽蛋品,5,2026-01-07,53.57
101038,SKU65735,排骨,肉禽蛋品,2,2026-03-27,46.14
101038,SKU38968,胡萝卜,生鲜蔬果,4,2026-03-27,48.06
101038,SKU96113,土豆,生鲜蔬果,3,2026-03-27,9.89
101038,SKU80577,橙子,生鲜蔬果,3,2026-03-27,60.33
101038,SKU70906,肥皂,日化清洁,1,2026-03-27,61.1
101038,SKU97678,洗衣液,日化清洁,1,2026-03-27,62.2
101039,SKU86610,可乐,食品饮料,1,2026-06-07,47.33
101039,SKU79813,薯片,食品饮料,1,2026-06-07,3.8
101039,SKU72168,饼干,食品饮料,2,2026-06-07,68.67
101039,SKU51307,排骨,肉禽蛋品,3,2026-06-07,13.35
101040,SKU80125,可乐,食品饮料,5,2026-06-04,28.26
101040,SKU26124,薯片,食品饮料,1,2026-06-04,68.88
101040,SKU17994,饼干,食品饮料,1,2026-06-04,24.82
101040,SKU70429,葡萄,生鲜蔬果,2,2026-06-04,26.05
101041,SKU28331,大米,粮油调味,4,2026-04-13,61.33
101041,SKU55702,食用油,粮油调味,4,2026-04-13,9.07
101041,SKU62552,酱油,粮油调味,5,2026-04-13,58.49
101041,SKU56298,豆腐,火锅食材,5,2026-04-13,21.89
101041,SKU17910,羊肉卷,火锅食材,2,2026-04-13,64.48
101041,SKU81375,白糖,粮油调味,1,2026-04-13,51.25
101042,SKU60572,牛肉,肉禽蛋品,1,2026-06-28,53.1
101042,SKU73877,垃圾袋,日化清洁,4,2026-06-28,21.43
101042,SKU55444,果汁,食品饮料,5,2026-06-28,17.32
101042,SKU48034,香草精,烘焙用品,1,2026-06-28,10.8
101042,SKU98977,酸奶,食品饮料,2,2026-06-28,33.25
101043,SKU13692,洗发水,日化清洁,4,2026-01-22,16.99
101043,SKU65289,沐浴露,日化清洁,2,2026-01-22,44.94
101043,SKU54972,牙膏,日化清洁,4,2026-01-22,34.56
101043,SKU78319,火锅底料,火锅食材,2,2026-01-22,25.71
101044,SKU70532,生菜,生鲜蔬果,1,2026-02-13,51.01
101044,SKU36835,淡奶油,烘焙用品,3,2026-02-13,51.86
101044,SKU93206,胡萝卜,生鲜蔬果,3,2026-02-13,44.23
101044,SKU44812,苹果,生鲜蔬果,3,2026-02-13,34.54
101045,SKU38048,醋,粮油调味,1,2026-01-12,13.42
101045,SKU73780,蔬菜拼盘,火锅食材,1,2026-01-12,23.33
101046,SKU40135,鸡蛋,肉禽蛋品,5,2026-07-07,61.13
101046,SKU37710,方便面,食品饮料,5,2026-07-07,27.41
101046,SKU85383,蘸料,火锅食材,1,2026-07-07,47.3
101046,SKU62708,饼干,食品饮料,1,2026-07-07,35.22
101046,SKU96412,模具,烘焙用品,3,2026-07-07,56.53
101046,SKU10471,鸭蛋,肉禽蛋品,5,2026-07-07,51.26
101047,SKU41081,鸭血,火锅食材,3,2026-03-06,11.62
101047,SKU69464,模具,烘焙用品,3,2026-03-06,44.4
101047,SKU26159,饼干,食品饮料,2,2026-03-06,68.13
101047,SKU35761,洗衣液,日化清洁,4,2026-03-06,23.47
101048,SKU87417,排骨,肉禽蛋品,3,2026-01-21,75.93
101048,SKU18520,鸡蛋,肉禽蛋品,5,2026-01-21,61.52
101048,SKU81876,拖把,日化清洁,5,2026-01-21,40.99
101048,SKU57073,饼干,食品饮料,4,2026-01-21,37.13
101048,SKU40675,苹果,生鲜蔬果,5,2026-01-21,20.13
101048,SKU72245,盐,粮油调味,2,2026-01-21,34.16
101049,SKU24774,辣椒酱,粮油调味,5,2026-08-01,3.96
101049,SKU93481,黄瓜,生鲜蔬果,3,2026-08-01,17.86
101050,SKU15179,蛋糕粉,烘焙用品,3,2026-07-01,63.64
101050,SKU32332,黄油,烘焙用品,3,2026-07-01,8.22
101050,SKU90112,淡奶油,烘焙用品,2,2026-07-01,71.87
101050,SKU56674,鸡蛋,肉禽蛋品,1,2026-07-01,58.76
101050,SKU10959,三文鱼,肉禽蛋品,4,2026-07-01,38.56
101050,SKU18688,沐浴露,日化清洁,3,2026-07-01,61.36
101051,SKU94311,饼干,食品饮料,2,2026-01-02,67.69
101051,SKU73271,鸡肉,肉禽蛋品,1,2026-01-02,7.58
101051,SKU93137,料酒,粮油调味,5,2026-01-02,26.84
101051,SKU46313,大米,粮油调味,2,2026-01-02,14.1
101051,SKU13691,肥皂,日化清洁,5,2026-01-02,76.31
101052,SKU20240,可乐,食品饮料,2,2026-09-16,16.66
101052,SKU28894,薯片,食品饮料,4,2026-09-16,67.83
101052,SKU44736,饼干,食品饮料,2,2026-09-16,25.3
101052,SKU23065,淡奶油,烘焙用品,2,2026-09-16,16.27
101052,SKU91508,白糖,粮油调味,1,2026-09-16,44.08
101053,SKU11572,可乐,食品饮料,2,2026-01-02,6.87
101053,SKU68805,薯片,食品饮料,2,2026-01-02,45.05
101053,SKU29850,饼干,食品饮料,2,2026-01-02,7.32
101053,SKU53938,芝士碎,烘焙用品,1,2026-01-02,5.45
101053,SKU64277,鸡肉,肉禽蛋品,2,2026-01-02,33.1
101053,SKU57237,消毒液,日化清洁,2,2026-01-02,8.4
101054,SKU74871,白菜,生鲜蔬果,1,2026-04-14,7.61
101054,SKU83804,黄瓜,生鲜蔬果,2,2026-04-14,13.52
101054,SKU70475,洗发水,日化清洁,1,2026-04-14,5.0
101054,SKU21727,油纸,烘焙用品,2,2026-04-14,50.38
101054,SKU14536,火锅底料,火锅食材,2,2026-04-14,60.95
101054,SKU22258,洗衣液,日化清洁,4,2026-04-14,16.22
101055,SKU25722,香蕉,生鲜蔬果,4,2026-02-07,13.98
101055,SKU43277,鸭血,火锅食材,1,2026-02-07,64.93
101055,SKU46612,火锅底料,火锅食材,3,2026-02-07,70.0
101055,SKU75008,胡萝卜,生鲜蔬果,4,2026-02-07,64.01
101055,SKU81717,拖把,日化清洁,1,2026-02-07,46.85
101056,SKU49522,面包,食品饮料,2,2026-02-16,66.53
101056,SKU27268,巧克力,食品饮料,3,2026-02-16,68.98
101056,SKU22169,酸奶,食品饮料,2,2026-02-16,30.76
101056,SKU54868,淡奶油,烘焙用品,4,2026-02-16,4.19
101056,SKU87032,橙子,生鲜蔬果,2,2026-02-16,19.53
101057,SKU59260,牛奶,食品饮料,4,2026-05-25,71.01
101057,SKU98395,面包,食品饮料,5,2026-05-25,4.74
101057,SKU91986,饼干,食品饮料,2,2026-05-25,35.39
101057,SKU39445,巧克力,食品饮料,3,2026-05-25,27.32
101057,SKU20341,香草精,烘焙用品,2,2026-05-25,39.22
101058,SKU27224,白菜,生鲜蔬果,1,2026-08-20,32.43
101058,SKU97479,三文鱼,肉禽蛋品,1,2026-08-20,11.19
101058,SKU80388,饼干,食品饮料,1,2026-08-20,27.61
101058,SKU21916,沐浴露,日化清洁,5,2026-08-20,74.01
101058,SKU80843,纸巾,日化清洁,2,2026-08-20,65.02
101058,SKU47425,粉丝,火锅食材,4,2026-08-20,79.49
101059,SKU59724,洗发水,日化清洁,2,2026-09-14,19.47
101059,SKU75562,沐浴露,日化清洁,1,2026-09-14,72.9
101059,SKU69793,牙膏,日化清洁,5,2026-09-14,23.73
101059,SKU40241,鸭血,火锅食材,3,2026-09-14,4.82
101059,SKU83071,酵母,烘焙用品,4,2026-09-14,66.21
101060,SKU15716,牛奶,食品饮料,1,2026-02-19,36.66
101060,SKU79348,面包,食品饮料,1,2026-02-19,34.08
101060,SKU91962,果汁,食品饮料,2,2026-02-19,33.26
101060,SKU52734,鸡翅,肉禽蛋品,2,2026-02-19,67.19
101061,SKU79177,芝士碎,烘焙用品,1,2026-04-09,20.25
101061,SKU66582,饼干,食品饮料,4,2026-04-09,27.53
101061,SKU11275,香草精,烘焙用品,2,2026-04-09,14.4
101061,SKU31823,香蕉,生鲜蔬果,2,2026-04-09,8.08
101061,SKU74443,毛肚,火锅食材,2,2026-04-09,60.25
101061,SKU57091,大米,粮油调味,2,2026-04-09,69.7
101062,SKU59401,西红柿,生鲜蔬果,1,2026-06-01,45.24
101062,SKU62862,葡萄,生鲜蔬果,2,2026-06-01,64.08
101062,SKU24579,土豆,生鲜蔬果,4,2026-06-01,21.42
101063,SKU22103,牛肉,肉禽蛋品,1,2026-01-01,47.63
101063,SKU92283,排骨,肉禽蛋品,4,2026-01-01,46.71
101063,SKU28201,面包,食品饮料,2,2026-01-01,66.17
101063,SKU69866,蘸料,火锅食材,4,2026-01-01,18.52
101063,SKU85650,黄油,烘焙用品,5,2026-01-01,54.84
101063,SKU90973,西红柿,生鲜蔬果,4,2026-01-01,59.98
101064,SKU43818,大米,粮油调味,5,2026-01-13,35.74
101064,SKU16640,食用油,粮油调味,4,2026-01-13,21.86
101064,SKU87265,酱油,粮油调味,1,2026-01-13,73.94
101064,SKU38720,蔬菜拼盘,火锅食材,5,2026-01-13,24.35
101064,SKU22685,猪肉,肉禽蛋品,2,2026-01-13,36.46
101065,SKU58415,火锅底料,火锅食材,5,2026-04-15,45.76
101065,SKU28549,丸子,火锅食材,3,2026-04-15,28.39
101065,SKU50507,肥牛卷,火锅食材,5,2026-04-15,77.14
101065,SKU34787,猪肉,肉禽蛋品,2,2026-04-15,77.9
101065,SKU97127,洗衣液,日化清洁,3,2026-04-15,64.98
101065,SKU36667,牛肉,肉禽蛋品,1,2026-04-15,8.27
101066,SKU85334,可乐,食品饮料,3,2026-06-25,31.88
101066,SKU47143,薯片,食品饮料,5,2026-06-25,48.99
101066,SKU45826,饼干,食品饮料,5,2026-06-25,71.57
101066,SKU29434,白菜,生鲜蔬果,4,2026-06-25,36.26
101066,SKU82159,香草精,烘焙用品,1,2026-06-25,10.35
101067,SKU29950,三文鱼,肉禽蛋品,1,2026-03-09,56.03
101067,SKU77284,蔬菜拼盘,火锅食材,2,2026-03-09,53.25
101068,SKU75640,西红柿,生鲜蔬果,1,2026-08-20,43.88
101068,SKU52567,带鱼,肉禽蛋品,1,2026-08-20,41.26
101068,SKU56990,蛋糕粉,烘焙用品,2,2026-08-20,39.0
101068,SKU30941,虾仁,肉禽蛋品,2,2026-08-20,34.69
101069,SKU22412,黄瓜,生鲜蔬果,1,2026-04-12,15.28
101069,SKU82307,果汁,食品饮料,5,2026-04-12,76.18
101070,SKU62111,生菜,生鲜蔬果,3,2026-06-04,54.25
101070,SKU17973,食用油,粮油调味,1,2026-06-04,71.02
101070,SKU38713,洗洁精,日化清洁,4,2026-06-04,49.32
101070,SKU63529,沐浴露,日化清洁,1,2026-06-04,23.37
101070,SKU26749,土豆,生鲜蔬果,1,2026-06-04,7.14
101071,SKU92201,牛肉,肉禽蛋品,5,2026-09-08,59.6
101071,SKU21740,白菜,生鲜蔬果,4,2026-09-08,8.29
101071,SKU44667,食用油,粮油调味,2,2026-09-08,5.26
101071,SKU11511,盐,粮油调味,5,2026-09-08,58.08
101071,SKU67045,鸡翅,肉禽蛋品,4,2026-09-08,59.63
101072,SKU64914,巧克力,食品饮料,2,2026-06-08,78.34
101072,SKU49301,消毒液,日化清洁,2,2026-06-08,68.61
101072,SKU13296,香蕉,生鲜蔬果,4,2026-06-08,66.54
101072,SKU53633,食用油,粮油调味,1,2026-06-08,50.9
101073,SKU83181,洗衣液,日化清洁,3,2026-04-01,21.09
101073,SKU63717,纸巾,日化清洁,4,2026-04-01,9.4
101073,SKU51661,垃圾袋,日化清洁,5,2026-04-01,16.02
101073,SKU26543,巧克力,食品饮料,1,2026-04-01,60.71
101073,SKU34021,肥牛卷,火锅食材,4,2026-04-01,54.45
101073,SKU10497,带鱼,肉禽蛋品,4,2026-04-01,37.89
101074,SKU91448,沐浴露,日化清洁,1,2026-09-13,76.64
101074,SKU63578,黄油,烘焙用品,4,2026-09-13,71.06
101074,SKU45332,带鱼,肉禽蛋品,5,2026-09-13,37.03
101074,SKU71221,鸡翅,肉禽蛋品,5,2026-09-13,25.6
101074,SKU85783,薯片,食品饮料,1,2026-09-13,54.0
101075,SKU49755,牛奶,食品饮料,1,2026-01-21,65.08
101075,SKU49496,面包,食品饮料,5,2026-01-21,46.55
101075,SKU51052,淡奶油,烘焙用品,2,2026-01-21,12.67
101076,SKU24478,牛奶,食品饮料,5,2026-05-26,14.73
101076,SKU93518,面包,食品饮料,2,2026-05-26,9.69
101076,SKU89246,酵母,烘焙用品,4,2026-05-26,67.95
101076,SKU43656,消毒液,日化清洁,3,2026-05-26,15.6
101077,SKU35633,可乐,食品饮料,5,2026-03-01,40.97
101077,SKU79624,牛肉,肉禽蛋品,5,2026-03-01,45.38
101077,SKU10330,排骨,肉禽蛋品,2,2026-03-01,38.7
101077,SKU39536,鸡肉,肉禽蛋品,4,2026-03-01,20.98
101078,SKU65020,毛肚,火锅食材,5,2026-06-22,24.35
101078,SKU63104,食用油,粮油调味,5,2026-06-22,4.79
101078,SKU12396,生菜,生鲜蔬果,4,2026-06-22,22.99
101078,SKU23206,豆腐,火锅食材,3,2026-06-22,68.2
101079,SKU34443,大米,粮油调味,1,2026-01-06,64.77
101079,SKU25527,食用油,粮油调味,2,2026-01-06,69.47
101079,SKU90124,酱油,粮油调味,4,2026-01-06,6.92
101079,SKU41420,盐,粮油调味,5,2026-01-06,35.64
101079,SKU94129,薯片,食品饮料,4,2026-01-06,13.96
101080,SKU36429,牛奶,食品饮料,1,2026-09-13,79.96
101080,SKU82189,面包,食品饮料,1,2026-09-13,48.79
101080,SKU16487,大米,粮油调味,5,2026-09-13,50.96
101081,SKU72238,黄瓜,生鲜蔬果,3,2026-02-03,73.76
101081,SKU75061,白糖,粮油调味,1,2026-02-03,21.53
101082,SKU16675,酵母,烘焙用品,5,2026-02-19,78.29
101082,SKU86262,香蕉,生鲜蔬果,5,2026-02-19,22.89
101082,SKU93379,鸡蛋,肉禽蛋品,3,2026-02-19,68.1
101082,SKU53077,拖把,日化清洁,4,2026-02-19,66.25
101082,SKU92403,带鱼,肉禽蛋品,3,2026-02-19,73.94
101082,SKU67350,纸巾,日化清洁,1,2026-02-19,8.93
101083,SKU98604,蛋糕粉,烘焙用品,2,2026-06-08,45.97
101083,SKU10453,黄油,烘焙用品,4,2026-06-08,43.24
101083,SKU71339,淡奶油,烘焙用品,4,2026-06-08,13.6
101083,SKU39713,鸡蛋,肉禽蛋品,5,2026-06-08,61.55
101083,SKU64460,排骨,肉禽蛋品,4,2026-06-08,11.62
101083,SKU82420,土豆,生鲜蔬果,1,2026-06-08,35.86
101083,SKU90683,火锅底料,火锅食材,5,2026-06-08,11.55
101084,SKU80185,洗衣液,日化清洁,4,2026-08-27,62.67
101084,SKU39712,纸巾,日化清洁,2,2026-08-27,40.36
101084,SKU64948,垃圾袋,日化清洁,1,2026-08-27,37.45
101084,SKU10914,拖把,日化清洁,5,2026-08-27,69.47
101084,SKU81700,面包,食品饮料,2,2026-08-27,64.47
101084,SKU81963,丸子,火锅食材,1,2026-08-27,54.88
101085,SKU97704,洗发水,日化清洁,2,2026-06-26,53.15
101085,SKU27688,沐浴露,日化清洁,3,2026-06-26,17.95
101085,SKU34408,牙膏,日化清洁,2,2026-06-26,70.48
101085,SKU25930,黄瓜,生鲜蔬果,2,2026-06-26,77.71
101086,SKU71886,可乐,食品饮料,3,2026-07-19,33.68
101086,SKU67997,薯片,食品饮料,1,2026-07-19,32.95
101086,SKU91231,饼干,食品饮料,3,2026-07-19,8.1
101086,SKU57798,消毒液,日化清洁,1,2026-07-19,21.93
101086,SKU17198,纸巾,日化清洁,2,2026-07-19,9.89
101086,SKU49084,模具,烘焙用品,1,2026-07-19,67.58
101087,SKU95036,排骨,肉禽蛋品,2,2026-03-13,31.03
101087,SKU30518,胡萝卜,生鲜蔬果,5,2026-03-13,62.05
101087,SKU24746,土豆,生鲜蔬果,3,2026-03-13,68.34
101087,SKU39115,料酒,粮油调味,5,2026-03-13,44.44
101088,SKU24042,毛肚,火锅食材,1,2026-03-10,26.21
101088,SKU19777,生菜,生鲜蔬果,4,2026-03-10,49.25
101088,SKU39967,蚝油,粮油调味,1,2026-03-10,27.36
101088,SKU58273,白菜,生鲜蔬果,1,2026-03-10,14.35
101089,SKU90539,拖把,日化清洁,2,2026-02-13,54.42
101089,SKU82083,果汁,食品饮料,3,2026-02-13,20.92
101089,SKU52710,黄油,烘焙用品,1,2026-02-13,10.2
101089,SKU46193,酸奶,食品饮料,1,2026-02-13,66.15
101090,SKU42346,蛋糕粉,烘焙用品,1,2026-08-14,27.64
101090,SKU24570,黄油,烘焙用品,5,2026-08-14,28.95
101090,SKU20008,淡奶油,烘焙用品,2,2026-08-14,45.04
101090,SKU53190,鸡蛋,肉禽蛋品,4,2026-08-14,72.89
101090,SKU87630,毛肚,火锅食材,1,2026-08-14,13.32
101090,SKU75241,蛋挞皮,烘焙用品,3,2026-08-14,61.91
101091,SKU88454,西红柿,生鲜蔬果,1,2026-09-04,61.71
101091,SKU60246,鸡蛋,肉禽蛋品,4,2026-09-04,15.38
101091,SKU48367,黄瓜,生鲜蔬果,1,2026-09-04,14.82
101091,SKU58471,消毒液,日化清洁,4,2026-09-04,61.4
101092,SKU36682,虾仁,肉禽蛋品,1,2026-05-14,5.1
101092,SKU70797,苹果,生鲜蔬果,1,2026-05-14,66.67
101092,SKU44547,纸巾,日化清洁,1,2026-05-14,30.85
101092,SKU94045,生菜,生鲜蔬果,4,2026-05-14,43.93
101092,SKU18021,糖粉,烘焙用品,2,2026-05-14,40.05
101093,SKU19554,辣椒酱,粮油调味,4,2026-04-04,25.83
101093,SKU52508,豆腐,火锅食材,3,2026-04-04,41.75
101093,SKU60242,土豆,生鲜蔬果,4,2026-04-04,54.72
101093,SKU32643,酱油,粮油调味,1,2026-04-04,15.47
101094,SKU49355,豆腐,火锅食材,5,2026-06-09,42.75
101094,SKU66178,黄油,烘焙用品,1,2026-06-09,37.55
101094,SKU68368,虾仁,肉禽蛋品,3,2026-06-09,13.48
101094,SKU28850,香草精,烘焙用品,4,2026-06-09,55.61
101094,SKU37069,酱油,粮油调味,4,2026-06-09,75.81
101095,SKU66523,火锅底料,火锅食材,2,2026-06-07,71.77
101095,SKU89610,酵母,烘焙用品,5,2026-06-07,67.36
101095,SKU98057,三文鱼,肉禽蛋品,1,2026-06-07,34.3
101095,SKU77765,纸巾,日化清洁,1,2026-06-07,64.39
101095,SKU87505,鸡翅,肉禽蛋品,5,2026-06-07,79.51
101096,SKU13329,大米,粮油调味,1,2026-04-06,29.71
101096,SKU89165,食用油,粮油调味,5,2026-04-06,75.66
101096,SKU85721,酱油,粮油调味,2,2026-04-06,39.52
101096,SKU52909,牛奶,食品饮料,4,2026-04-06,60.15
101096,SKU66238,方便面,食品饮料,5,2026-04-06,68.74
101097,SKU75561,洗衣液,日化清洁,1,2026-05-25,59.73
101097,SKU75511,纸巾,日化清洁,5,2026-05-25,70.9
101097,SKU30812,垃圾袋,日化清洁,3,2026-05-25,29.51
101097,SKU86899,洗洁精,日化清洁,4,2026-05-25,68.49
101097,SKU79070,淡奶油,烘焙用品,1,2026-05-25,21.58
101097,SKU33714,香草精,烘焙用品,3,2026-05-25,14.33
101098,SKU32995,模具,烘焙用品,1,2026-08-07,57.37
101098,SKU23948,白糖,粮油调味,2,2026-08-07,40.13
101098,SKU58626,酱油,粮油调味,1,2026-08-07,67.37
101099,SKU81197,鸡蛋,肉禽蛋品,2,2026-08-14,50.49
101099,SKU45154,蛋挞皮,烘焙用品,3,2026-08-14,11.78
101099,SKU82542,面粉,粮油调味,5,2026-08-14,34.12
101099,SKU33032,葡萄,生鲜蔬果,2,2026-08-14,5.49
101099,SKU85836,果汁,食品饮料,1,2026-08-14,67.34
101100,SKU11823,酱油,粮油调味,5,2026-01-07,64.19
101100,SKU44883,白菜,生鲜蔬果,1,2026-01-07,79.76
101100,SKU45210,淡奶油,烘焙用品,2,2026-01-07,55.25
101101,SKU12533,可乐,食品饮料,4,2026-08-27,71.03
101101,SKU20536,薯片,食品饮料,2,2026-08-27,65.08
101101,SKU68412,饼干,食品饮料,4,2026-08-27,74.14
101101,SKU99817,白菜,生鲜蔬果,1,2026-08-27,71.39
101101,SKU48168,胡萝卜,生鲜蔬果,1,2026-08-27,75.48
101101,SKU34215,香草精,烘焙用品,5,2026-08-27,18.27
101102,SKU46521,薯片,食品饮料,4,2026-07-27,15.31
101102,SKU41675,消毒液,日化清洁,4,2026-07-27,36.36
101102,SKU39136,蚝油,粮油调味,5,2026-07-27,3.41
101102,SKU62127,鸭蛋,肉禽蛋品,5,2026-07-27,5.5
101103,SKU70557,大米,粮油调味,5,2026-06-09,20.31
101103,SKU74652,食用油,粮油调味,2,2026-06-09,79.33
101103,SKU21404,酱油,粮油调味,2,2026-06-09,44.65
101103,SKU25449,洗洁精,日化清洁,2,2026-06-09,71.9
101103,SKU95487,鸡蛋,肉禽蛋品,4,2026-06-09,20.11
101103,SKU83821,蚝油,粮油调味,1,2026-06-09,25.98
101104,SKU69456,可乐,食品饮料,3,2026-07-02,66.45
101104,SKU49809,薯片,食品饮料,2,2026-07-02,45.58
101104,SKU87085,饼干,食品饮料,3,2026-07-02,78.25
101104,SKU92129,酵母,烘焙用品,4,2026-07-02,23.39
101104,SKU69328,香草精,烘焙用品,5,2026-07-02,31.77
101104,SKU81582,蛋糕粉,烘焙用品,1,2026-07-02,41.94
101105,SKU97176,羊肉卷,火锅食材,1,2026-07-10,45.01
101105,SKU32512,垃圾袋,日化清洁,1,2026-07-10,46.51
101105,SKU34401,淡奶油,烘焙用品,5,2026-07-10,6.58
101105,SKU49228,土豆,生鲜蔬果,1,2026-07-10,72.62
101105,SKU46633,面粉,粮油调味,2,2026-07-10,50.72
101106,SKU35221,蚝油,粮油调味,2,2026-05-18,29.83
101106,SKU10859,食用油,粮油调味,2,2026-05-18,18.88
101107,SKU17782,牛奶,食品饮料,3,2026-03-08,29.49
101107,SKU39654,面包,食品饮料,1,2026-03-08,50.6
101107,SKU99515,肥皂,日化清洁,3,2026-03-08,24.84
101108,SKU42281,毛肚,火锅食材,2,2026-01-08,25.68
101108,SKU87607,可乐,食品饮料,4,2026-01-08,73.77
101108,SKU80438,白糖,粮油调味,4,2026-01-08,13.18
101108,SKU80564,醋,粮油调味,1,2026-01-08,29.71
101108,SKU45319,酸奶,食品饮料,2,2026-01-08,12.43
101108,SKU85993,粉丝,火锅食材,3,2026-01-08,9.97
101109,SKU62623,蛋糕粉,烘焙用品,2,2026-01-15,77.46
101109,SKU70265,洗衣液,日化清洁,2,2026-01-15,8.79
101109,SKU46419,三文鱼,肉禽蛋品,3,2026-01-15,48.28
101109,SKU11951,葡萄,生鲜蔬果,2,2026-01-15,8.05
101109,SKU45153,排骨,肉禽蛋品,4,2026-01-15,17.03
